STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040014,34.49472,-118.27139,2006,1,1,0.39999999999999997
COOP:040014,34.49472,-118.27139,2006,1,2,0.7999999999999999
COOP:040014,34.49472,-118.27139,2006,3,3,0.36
COOP:040014,34.49472,-118.27139,2006,3,6,0.08
COOP:040014,34.49472,-118.27139,2006,3,7,0.04
COOP:040014,34.49472,-118.27139,2006,3,10,0.04
COOP:040014,34.49472,-118.27139,2006,3,11,0.24000000000000002
COOP:040014,34.49472,-118.27139,2006,3,12,0.24000000000000002
COOP:040014,34.49472,-118.27139,2006,3,17,0.08
COOP:040014,34.49472,-118.27139,2006,3,18,0.04
COOP:040014,34.49472,-118.27139,2006,3,20,0.47
COOP:040014,34.49472,-118.27139,2006,3,21,0.04
COOP:040014,34.49472,-118.27139,2006,3,28,1.04
COOP:040014,34.49472,-118.27139,2006,3,29,0.04
COOP:040014,34.49472,-118.27139,2006,3,31,0.04
COOP:040014,34.49472,-118.27139,2006,4,1,0.16
COOP:040014,34.49472,-118.27139,2006,4,4,1.1199999999999999
COOP:040014,34.49472,-118.27139,2006,4,5,0.7300000000000002
COOP:040014,34.49472,-118.27139,2006,4,10,0.04
COOP:040014,34.49472,-118.27139,2006,4,11,0.04
COOP:040014,34.49472,-118.27139,2006,4,14,0.08
COOP:040014,34.49472,-118.27139,2006,4,15,0.08
COOP:040014,34.49472,-118.27139,2006,7,21,0.12
COOP:040014,34.49472,-118.27139,2006,7,24,0.16
COOP:040014,34.49472,-118.27139,2006,10,2,0.04
COOP:040014,34.49472,-118.27139,2006,10,14,0.2
COOP:040014,34.49472,-118.27139,2006,11,27,0.04
COOP:040014,34.49472,-118.27139,2006,12,9,0.2
COOP:040014,34.49472,-118.27139,2006,12,10,0.04
COOP:040014,34.49472,-118.27139,2006,12,16,0.24000000000000002
COOP:040014,34.49472,-118.27139,2006,12,22,0.04
COOP:040014,34.49472,-118.27139,2006,12,27,0.04
COOP:040161,41.49306,-120.55278,2006,1,1,0.2
COOP:040161,41.49306,-120.55278,2006,1,4,0.1
COOP:040161,41.49306,-120.55278,2006,1,8,0.1
COOP:040161,41.49306,-120.55278,2006,1,10,0.1
COOP:040161,41.49306,-120.55278,2006,1,16,0.1
COOP:040161,41.49306,-120.55278,2006,1,18,0.30000000000000004
COOP:040161,41.49306,-120.55278,2006,1,19,0.1
COOP:040161,41.49306,-120.55278,2006,1,27,0.1
COOP:040161,41.49306,-120.55278,2006,2,1,0.2
COOP:040161,41.49306,-120.55278,2006,2,27,0.7
COOP:040161,41.49306,-120.55278,2006,2,28,0.1
COOP:040161,41.49306,-120.55278,2006,3,7,0.3
COOP:040161,41.49306,-120.55278,2006,3,9,0.1
COOP:040161,41.49306,-120.55278,2006,3,10,0.1
COOP:040161,41.49306,-120.55278,2006,3,13,0.2
COOP:040161,41.49306,-120.55278,2006,3,23,0.1
COOP:040161,41.49306,-120.55278,2006,3,24,0.2
COOP:040161,41.49306,-120.55278,2006,4,2,0.2
COOP:040161,41.49306,-120.55278,2006,4,4,0.1
COOP:040161,41.49306,-120.55278,2006,5,18,0.1
COOP:040161,41.49306,-120.55278,2006,5,21,0.2
COOP:040161,41.49306,-120.55278,2006,12,15,0.1
COOP:040161,41.49306,-120.55278,2006,12,21,0.1
COOP:040161,41.49306,-120.55278,2006,12,22,0.1
COOP:040161,41.49306,-120.55278,2006,12,26,0.2
COOP:040212,38.573,-122.4405,2006,6,21,0.1
COOP:040212,38.573,-122.4405,2006,6,22,0.1
COOP:040212,38.573,-122.4405,2006,8,21,0.1
COOP:040212,38.573,-122.4405,2006,11,2,1.0
COOP:040212,38.573,-122.4405,2006,11,5,0.1
COOP:040212,38.573,-122.4405,2006,11,11,0.4
COOP:040212,38.573,-122.4405,2006,11,12,0.1
COOP:040212,38.573,-122.4405,2006,11,13,0.7
