STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040161,41.4931,-120.5528,2011,1,1,0.1
COOP:040161,41.4931,-120.5528,2011,1,11,0.1
COOP:040161,41.4931,-120.5528,2011,1,13,0.2
COOP:040161,41.4931,-120.5528,2011,2,16,0.30000000000000004
COOP:040161,41.4931,-120.5528,2011,2,17,0.1
COOP:040161,41.4931,-120.5528,2011,2,26,0.30000000000000004
COOP:040161,41.4931,-120.5528,2011,3,5,0.2
COOP:040161,41.4931,-120.5528,2011,3,6,0.5
COOP:040161,41.4931,-120.5528,2011,3,10,0.1
COOP:040161,41.4931,-120.5528,2011,3,13,0.1
COOP:040161,41.4931,-120.5528,2011,3,15,0.2
COOP:040161,41.4931,-120.5528,2011,3,16,0.5
COOP:040161,41.4931,-120.5528,2011,3,22,0.1
COOP:040161,41.4931,-120.5528,2011,3,26,0.1
COOP:040161,41.4931,-120.5528,2011,4,5,0.1
COOP:040161,41.4931,-120.5528,2011,4,7,0.1
COOP:040161,41.4931,-120.5528,2011,4,17,0.6
COOP:040161,41.4931,-120.5528,2011,4,18,0.9999999999999999
COOP:040161,41.4931,-120.5528,2011,4,20,0.1
COOP:040161,41.4931,-120.5528,2011,4,21,0.7999999999999999
COOP:040161,41.4931,-120.5528,2011,4,23,0.2
COOP:040161,41.4931,-120.5528,2011,4,24,0.2
COOP:040161,41.4931,-120.5528,2011,4,29,0.1
COOP:040161,41.4931,-120.5528,2011,5,8,0.2
COOP:040161,41.4931,-120.5528,2011,5,15,0.1
COOP:040161,41.4931,-120.5528,2011,5,17,0.30000000000000004
COOP:040161,41.4931,-120.5528,2011,5,21,0.1
COOP:040161,41.4931,-120.5528,2011,5,22,0.2
COOP:040161,41.4931,-120.5528,2011,5,23,0.1
COOP:040161,41.4931,-120.5528,2011,5,25,0.30000000000000004
COOP:040161,41.4931,-120.5528,2011,5,28,0.5
COOP:040161,41.4931,-120.5528,2011,5,29,0.1
COOP:040161,41.4931,-120.5528,2011,6,1,0.2
COOP:040161,41.4931,-120.5528,2011,6,6,0.5
