STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040014,34.49472,-118.27139,1997,9,25,0.55
COOP:040014,34.49472,-118.27139,1997,11,10,0.79
COOP:040014,34.49472,-118.27139,1997,11,13,0.15
COOP:040014,34.49472,-118.27139,1997,11,18,0.04
COOP:040014,34.49472,-118.27139,1997,11,19,0.04
COOP:040014,34.49472,-118.27139,1997,11,20,0.04
COOP:040014,34.49472,-118.27139,1997,11,26,0.8700000000000001
COOP:040014,34.49472,-118.27139,1997,11,27,0.12
COOP:040014,34.49472,-118.27139,1997,12,5,1.42
COOP:040014,34.49472,-118.27139,1997,12,6,1.3
COOP:040014,34.49472,-118.27139,1997,12,10,0.36
COOP:040014,34.49472,-118.27139,1997,12,18,0.19
COOP:040014,34.49472,-118.27139,1997,12,21,0.12
COOP:040014,34.49472,-118.27139,1997,12,22,0.04
COOP:040161,41.49306,-120.55278,1997,1,1,0.4
COOP:040161,41.49306,-120.55278,1997,1,2,0.4
COOP:040161,41.49306,-120.55278,1997,1,3,0.7
COOP:040161,41.49306,-120.55278,1997,1,4,0.7
COOP:040161,41.49306,-120.55278,1997,1,17,0.1
COOP:040161,41.49306,-120.55278,1997,1,20,0.2
COOP:040161,41.49306,-120.55278,1997,1,21,0.1
COOP:040161,41.49306,-120.55278,1997,1,22,0.1
COOP:040161,41.49306,-120.55278,1997,1,25,0.2
COOP:040161,41.49306,-120.55278,1997,1,26,0.2
COOP:040161,41.49306,-120.55278,1997,1,27,0.1
COOP:040161,41.49306,-120.55278,1997,2,4,0.1
COOP:040161,41.49306,-120.55278,1997,2,7,0.1
COOP:040161,41.49306,-120.55278,1997,2,17,0.1
COOP:040161,41.49306,-120.55278,1997,2,20,0.1
COOP:040161,41.49306,-120.55278,1997,2,27,0.1
COOP:040161,41.49306,-120.55278,1997,3,2,0.2
COOP:040161,41.49306,-120.55278,1997,3,3,0.1
COOP:040161,41.49306,-120.55278,1997,3,16,0.2
COOP:040161,41.49306,-120.55278,1997,3,17,0.1
COOP:040161,41.49306,-120.55278,1997,3,30,0.1
COOP:040161,41.49306,-120.55278,1997,3,31,0.1
COOP:040161,41.49306,-120.55278,1997,4,8,0.1
COOP:040161,41.49306,-120.55278,1997,4,9,0.1
COOP:040161,41.49306,-120.55278,1997,4,13,0.1
COOP:040161,41.49306,-120.55278,1997,4,18,0.1
COOP:040161,41.49306,-120.55278,1997,4,20,0.4
COOP:040161,41.49306,-120.55278,1997,4,23,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,4,28,0.1
COOP:040161,41.49306,-120.55278,1997,4,29,0.1
COOP:040161,41.49306,-120.55278,1997,4,30,0.2
COOP:040161,41.49306,-120.55278,1997,5,15,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,5,23,0.2
COOP:040161,41.49306,-120.55278,1997,5,24,0.1
COOP:040161,41.49306,-120.55278,1997,5,28,0.1
COOP:040161,41.49306,-120.55278,1997,6,1,0.1
COOP:040161,41.49306,-120.55278,1997,6,2,0.1
COOP:040161,41.49306,-120.55278,1997,6,4,0.1
COOP:040161,41.49306,-120.55278,1997,6,5,0.1
COOP:040161,41.49306,-120.55278,1997,6,8,0.1
COOP:040161,41.49306,-120.55278,1997,6,9,0.1
COOP:040161,41.49306,-120.55278,1997,6,10,0.4
COOP:040161,41.49306,-120.55278,1997,6,11,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,6,16,0.1
COOP:040161,41.49306,-120.55278,1997,7,17,0.1
COOP:040161,41.49306,-120.55278,1997,7,28,0.1
COOP:040161,41.49306,-120.55278,1997,7,29,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,7,30,0.1
COOP:040161,41.49306,-120.55278,1997,9,2,0.1
COOP:040161,41.49306,-120.55278,1997,9,3,0.1
COOP:040161,41.49306,-120.55278,1997,9,14,0.6
COOP:040161,41.49306,-120.55278,1997,9,17,0.1
COOP:040161,41.49306,-120.55278,1997,10,9,0.1
COOP:040161,41.49306,-120.55278,1997,10,12,0.1
COOP:040161,41.49306,-120.55278,1997,11,6,0.1
COOP:040161,41.49306,-120.55278,1997,11,7,0.2
COOP:040161,41.49306,-120.55278,1997,11,13,0.2
COOP:040161,41.49306,-120.55278,1997,11,17,0.1
COOP:040161,41.49306,-120.55278,1997,11,20,0.1
COOP:040161,41.49306,-120.55278,1997,11,24,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,11,25,0.1
COOP:040161,41.49306,-120.55278,1997,11,26,0.30000000000000004
COOP:040161,41.49306,-120.55278,1997,11,30,0.1
COOP:040161,41.49306,-120.55278,1997,12,7,0.4
COOP:040161,41.49306,-120.55278,1997,12,8,0.2
COOP:040161,41.49306,-120.55278,1997,12,15,0.1
COOP:040161,41.49306,-120.55278,1997,12,17,0.1
COOP:040161,41.49306,-120.55278,1997,12,20,0.1
COOP:040161,41.49306,-120.55278,1997,12,21,0.1
COOP:040212,38.56667,-122.43333,1997,2,4,0.1
COOP:040212,38.56667,-122.43333,1997,2,5,0.1
COOP:040212,38.56667,-122.43333,1997,2,8,0.1
COOP:040212,38.56667,-122.43333,1997,3,16,0.6
COOP:040212,38.56667,-122.43333,1997,3,17,0.1
COOP:040212,38.56667,-122.43333,1997,3,18,0.1
COOP:040212,38.56667,-122.43333,1997,4,18,0.2
COOP:040212,38.56667,-122.43333,1997,4,19,0.2
COOP:040212,38.56667,-122.43333,1997,4,23,0.1
COOP:040212,38.56667,-122.43333,1997,4,24,0.1
COOP:040212,38.56667,-122.43333,1997,5,23,0.2
COOP:040212,38.56667,-122.43333,1997,6,3,0.1
COOP:040212,38.56667,-122.43333,1997,6,4,0.1
COOP:040212,38.56667,-122.43333,1997,6,6,0.1
COOP:040212,38.56667,-122.43333,1997,8,19,0.1
COOP:040212,38.56667,-122.43333,1997,8,20,0.2
COOP:040212,38.56667,-122.43333,1997,9,14,0.2
COOP:040212,38.57306,-122.44056,1997,10,1,0.2
COOP:040212,38.57306,-122.44056,1997,10,8,1.7000000000000002
COOP:040212,38.57306,-122.44056,1997,10,9,0.2
COOP:040212,38.57306,-122.44056,1997,10,10,0.1
COOP:040212,38.57306,-122.44056,1997,11,10,0.8
COOP:040212,38.57306,-122.44056,1997,11,13,0.30000000000000004
COOP:040212,38.57306,-122.44056,1997,11,14,0.4
COOP:040212,38.57306,-122.44056,1997,11,15,0.8999999999999999
COOP:040212,38.57306,-122.44056,1997,11,16,1.1
COOP:040212,38.57306,-122.44056,1997,11,17,0.5
COOP:040212,38.57306,-122.44056,1997,11,18,0.5
COOP:040212,38.57306,-122.44056,1997,11,19,0.6
COOP:040212,38.57306,-122.44056,1997,11,22,0.2
COOP:040212,38.57306,-122.44056,1997,11,23,0.1
COOP:040212,38.57306,-122.44056,1997,11,24,0.4
COOP:040212,38.57306,-122.44056,1997,11,25,0.5
COOP:040212,38.57306,-122.44056,1997,11,26,1.3000000000000003
COOP:040212,38.57306,-122.44056,1997,11,27,0.1
COOP:040212,38.57306,-122.44056,1997,11,29,1.1
COOP:040212,38.57306,-122.44056,1997,11,30,0.30000000000000004
COOP:040212,38.57306,-122.44056,1997,12,3,0.5
COOP:040212,38.57306,-122.44056,1997,12,5,0.6
COOP:040212,38.57306,-122.44056,1997,12,6,0.30000000000000004
COOP:040212,38.57306,-122.44056,1997,12,7,1.1
COOP:040212,38.57306,-122.44056,1997,12,8,0.2
COOP:040212,38.57306,-122.44056,1997,12,14,1.0999999999999999
COOP:040212,38.57306,-122.44056,1997,12,15,0.1
COOP:040212,38.57306,-122.44056,1997,12,17,0.1
COOP:040212,38.57306,-122.44056,1997,12,19,0.1
COOP:040321,35.18333,-120.4,1997,1,1,2.9000000000000004
COOP:040321,35.18333,-120.4,1997,1,2,1.7000000000000002
COOP:040321,35.18333,-120.4,1997,1,5,0.1
COOP:040321,35.18333,-120.4,1997,1,12,0.7000000000000001
COOP:040321,35.18333,-120.4,1997,1,13,0.1
COOP:040321,35.18333,-120.4,1997,1,14,0.5
COOP:040321,35.18333,-120.4,1997,1,15,0.5
COOP:040321,35.18333,-120.4,1997,1,19,0.4
COOP:040321,35.18333,-120.4,1997,1,20,0.7
COOP:040321,35.18333,-120.4,1997,1,21,0.5
COOP:040321,35.18333,-120.4,1997,1,22,0.6
COOP:040321,35.18333,-120.4,1997,1,23,0.5
COOP:040321,35.18333,-120.4,1997,1,24,0.1
COOP:040321,35.18333,-120.4,1997,1,25,0.7999999999999999
COOP:040321,35.18333,-120.4,1997,1,26,0.7999999999999999
COOP:040321,35.18333,-120.4,1997,2,10,0.30000000000000004
COOP:040321,35.18333,-120.4,1997,2,17,0.1
COOP:040321,35.19028,-120.4,1997,10,9,0.1
COOP:040321,35.19028,-120.4,1997,10,10,0.30000000000000004
COOP:040321,35.19028,-120.4,1997,11,10,1.0
COOP:040321,35.19028,-120.4,1997,11,11,0.1
COOP:040321,35.19028,-120.4,1997,11,13,0.6
COOP:040321,35.19028,-120.4,1997,11,14,0.1
COOP:040321,35.19028,-120.4,1997,11,15,0.2
COOP:040321,35.19028,-120.4,1997,11,19,0.9999999999999999
COOP:040321,35.19028,-120.4,1997,11,26,2.2
COOP:040321,35.19028,-120.4,1997,11,30,0.9999999999999999
COOP:040321,35.19028,-120.4,1997,12,5,1.7000000000000002
COOP:040321,35.19028,-120.4,1997,12,6,0.4
COOP:040321,35.19028,-120.4,1997,12,7,0.7000000000000001
COOP:040321,35.19028,-120.4,1997,12,8,0.2
COOP:040321,35.19028,-120.4,1997,12,9,0.1
COOP:040321,35.19028,-120.4,1997,12,14,0.2
COOP:040321,35.19028,-120.4,1997,12,17,0.1
COOP:040321,35.19028,-120.4,1997,12,30,0.1
COOP:040322,36.23333,-121.48333,1997,1,1,2.7000000000000006
COOP:040322,36.23333,-121.48333,1997,1,2,1.1
COOP:040322,36.23333,-121.48333,1997,1,6,0.1
COOP:040322,36.23333,-121.48333,1997,1,13,0.30000000000000004
COOP:040322,36.23333,-121.48333,1997,1,15,0.7
COOP:040322,36.23333,-121.48333,1997,1,16,0.7
COOP:040322,36.23333,-121.48333,1997,1,20,0.1
