STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040161,41.49306,-120.55278,2005,1,1,0.2
COOP:040161,41.49306,-120.55278,2005,1,7,0.1
COOP:040161,41.49306,-120.55278,2005,1,8,0.1
COOP:040161,41.49306,-120.55278,2005,1,11,0.1
COOP:040161,41.49306,-120.55278,2005,1,26,0.1
COOP:040161,41.49306,-120.55278,2005,2,13,0.4
COOP:040161,41.49306,-120.55278,2005,2,14,0.30000000000000004
COOP:040161,41.49306,-120.55278,2005,3,20,0.2
COOP:040161,41.49306,-120.55278,2005,3,21,0.2
COOP:040161,41.49306,-120.55278,2005,3,22,0.1
COOP:040161,41.49306,-120.55278,2005,3,23,0.30000000000000004
COOP:040161,41.49306,-120.55278,2005,3,27,0.5
COOP:040161,41.49306,-120.55278,2005,3,29,0.1
COOP:040161,41.49306,-120.55278,2005,4,3,0.1
COOP:040161,41.49306,-120.55278,2005,4,8,0.1
COOP:040161,41.49306,-120.55278,2005,4,9,0.1
COOP:040161,41.49306,-120.55278,2005,4,17,0.4
COOP:040161,41.49306,-120.55278,2005,4,18,0.1
COOP:040161,41.49306,-120.55278,2005,4,23,0.4
COOP:040161,41.49306,-120.55278,2005,4,25,0.1
COOP:040161,41.49306,-120.55278,2005,4,27,0.1
COOP:040161,41.49306,-120.55278,2005,4,28,0.2
COOP:040161,41.49306,-120.55278,2005,4,29,0.1
COOP:040161,41.49306,-120.55278,2005,4,30,0.2
COOP:040161,41.49306,-120.55278,2005,5,4,0.4
COOP:040161,41.49306,-120.55278,2005,5,5,0.30000000000000004
COOP:040161,41.49306,-120.55278,2005,5,6,0.4
COOP:040161,41.49306,-120.55278,2005,5,7,0.1
COOP:040161,41.49306,-120.55278,2005,5,9,0.30000000000000004
COOP:040161,41.49306,-120.55278,2005,5,10,0.1
COOP:040161,41.49306,-120.55278,2005,5,13,0.1
COOP:040161,41.49306,-120.55278,2005,5,14,0.1
COOP:040161,41.49306,-120.55278,2005,5,16,0.4
COOP:040161,41.49306,-120.55278,2005,5,17,0.1
COOP:040161,41.49306,-120.55278,2005,5,18,0.1
COOP:040161,41.49306,-120.55278,2005,6,7,0.1
COOP:040161,41.49306,-120.55278,2005,6,8,0.1
COOP:040161,41.49306,-120.55278,2005,6,9,0.1
COOP:040161,41.49306,-120.55278,2005,9,17,0.1
COOP:040161,41.49306,-120.55278,2005,9,23,0.1
COOP:040161,41.49306,-120.55278,2005,9,24,0.1
COOP:040161,41.49306,-120.55278,2005,9,30,0.2
