STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040014,34.49472,-118.27139,2007,1,4,0.2
COOP:040014,34.49472,-118.27139,2007,1,27,0.04
COOP:040014,34.49472,-118.27139,2007,1,30,0.08
COOP:040014,34.49472,-118.27139,2007,1,31,0.04
COOP:040014,34.49472,-118.27139,2007,2,11,0.31
COOP:040014,34.49472,-118.27139,2007,2,12,0.04
COOP:040014,34.49472,-118.27139,2007,2,19,0.7
COOP:040014,34.49472,-118.27139,2007,2,22,0.31
COOP:040014,34.49472,-118.27139,2007,2,25,0.12
COOP:040014,34.49472,-118.27139,2007,2,27,0.16
COOP:040014,34.49472,-118.27139,2007,3,20,0.04
COOP:040014,34.49472,-118.27139,2007,3,21,0.08
COOP:040014,34.49472,-118.27139,2007,3,22,0.04
COOP:040014,34.49472,-118.27139,2007,3,27,0.04
COOP:040014,34.49472,-118.27139,2007,4,20,0.24
COOP:040014,34.49472,-118.27139,2007,4,22,0.04
COOP:040014,34.49472,-118.27139,2007,9,22,1.0799999999999998
COOP:040014,34.49472,-118.27139,2007,10,12,0.04
COOP:040014,34.49472,-118.27139,2007,10,13,0.43
COOP:040014,34.49472,-118.27139,2007,11,30,0.7400000000000001
COOP:040161,41.49306,-120.55278,2007,1,1,0.1
COOP:040161,41.49306,-120.55278,2007,1,4,0.1
COOP:040161,41.49306,-120.55278,2007,1,6,0.2
COOP:040161,41.49306,-120.55278,2007,2,7,0.1
COOP:040161,41.49306,-120.55278,2007,2,9,0.1
COOP:040161,41.49306,-120.55278,2007,2,10,0.2
COOP:040161,41.49306,-120.55278,2007,2,11,0.1
COOP:040161,41.49306,-120.55278,2007,2,18,0.2
COOP:040161,41.49306,-120.55278,2007,2,22,0.1
COOP:040161,41.49306,-120.55278,2007,2,25,0.2
COOP:040161,41.49306,-120.55278,2007,2,26,0.2
COOP:040161,41.49306,-120.55278,2007,2,27,0.2
COOP:040161,41.49306,-120.55278,2007,2,28,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,3,1,0.1
COOP:040161,41.49306,-120.55278,2007,3,20,0.2
COOP:040161,41.49306,-120.55278,2007,3,26,0.1
COOP:040161,41.49306,-120.55278,2007,3,27,0.1
COOP:040161,41.49306,-120.55278,2007,3,29,0.1
COOP:040161,41.49306,-120.55278,2007,4,8,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,4,10,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,4,11,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,4,13,0.1
COOP:040161,41.49306,-120.55278,2007,4,15,0.1
COOP:040161,41.49306,-120.55278,2007,4,18,0.2
COOP:040161,41.49306,-120.55278,2007,4,20,0.1
COOP:040161,41.49306,-120.55278,2007,4,21,0.2
COOP:040161,41.49306,-120.55278,2007,4,30,0.1
COOP:040161,41.49306,-120.55278,2007,5,4,0.1
COOP:040161,41.49306,-120.55278,2007,5,6,0.1
COOP:040161,41.49306,-120.55278,2007,6,5,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,6,10,0.1
COOP:040161,41.49306,-120.55278,2007,7,19,0.1
COOP:040161,41.49306,-120.55278,2007,9,1,0.1
COOP:040161,41.49306,-120.55278,2007,9,5,0.1
COOP:040161,41.49306,-120.55278,2007,9,17,0.1
COOP:040161,41.49306,-120.55278,2007,9,18,0.1
COOP:040161,41.49306,-120.55278,2007,9,19,0.2
COOP:040161,41.49306,-120.55278,2007,9,22,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,9,23,0.1
COOP:040161,41.49306,-120.55278,2007,9,28,0.1
COOP:040161,41.49306,-120.55278,2007,9,30,0.1
COOP:040161,41.49306,-120.55278,2007,10,5,0.1
COOP:040161,41.49306,-120.55278,2007,10,11,0.1
COOP:040161,41.49306,-120.55278,2007,10,12,0.1
COOP:040161,41.49306,-120.55278,2007,10,16,0.1
COOP:040161,41.49306,-120.55278,2007,10,17,0.1
COOP:040161,41.49306,-120.55278,2007,10,18,0.2
COOP:040161,41.49306,-120.55278,2007,10,19,0.6
COOP:040161,41.49306,-120.55278,2007,10,20,0.2
COOP:040161,41.49306,-120.55278,2007,10,29,0.4
COOP:040161,41.49306,-120.55278,2007,10,30,0.1
COOP:040161,41.49306,-120.55278,2007,10,31,0.1
COOP:040161,41.49306,-120.55278,2007,11,11,0.2
COOP:040161,41.49306,-120.55278,2007,11,14,0.1
COOP:040161,41.49306,-120.55278,2007,11,16,0.1
COOP:040161,41.49306,-120.55278,2007,11,19,0.4
COOP:040161,41.49306,-120.55278,2007,12,5,0.30000000000000004
COOP:040161,41.49306,-120.55278,2007,12,6,0.2
COOP:040161,41.49306,-120.55278,2007,12,20,0.1
COOP:040161,41.49306,-120.55278,2007,12,23,0.2
COOP:040161,41.49306,-120.55278,2007,12,24,0.1
COOP:040161,41.49306,-120.55278,2007,12,30,0.1
COOP:040212,38.573,-122.4405,2007,1,1,0.2
COOP:040212,38.573,-122.4405,2007,1,3,0.1
COOP:040212,38.573,-122.4405,2007,1,29,0.1
COOP:040212,38.573,-122.4405,2007,2,2,0.1
COOP:040212,38.573,-122.4405,2007,2,7,0.8999999999999999
COOP:040212,38.573,-122.4405,2007,2,8,1.5
COOP:040212,38.573,-122.4405,2007,2,9,1.2
COOP:040212,38.573,-122.4405,2007,2,10,2.0000000000000004
COOP:040212,38.573,-122.4405,2007,2,11,0.2
COOP:040212,38.573,-122.4405,2007,2,12,0.6000000000000001
