STATION,LATITUDE,LONGITUDE,year,month,day,HPCP
COOP:040161,41.4931,-120.5528,2012,1,20,0.30000000000000004
COOP:040161,41.4931,-120.5528,2012,1,21,0.1
COOP:040161,41.4931,-120.5528,2012,1,23,0.2
COOP:040161,41.4931,-120.5528,2012,1,24,0.1
COOP:040161,41.4931,-120.5528,2012,1,25,0.1
COOP:040161,41.4931,-120.5528,2012,1,26,0.1
COOP:040161,41.4931,-120.5528,2012,10,23,0.1
COOP:040161,41.4931,-120.5528,2012,10,24,0.1
COOP:040161,41.4931,-120.5528,2012,11,10,0.2
COOP:040161,41.4931,-120.5528,2012,11,13,0.1
COOP:040161,41.4931,-120.5528,2012,11,17,0.30000000000000004
COOP:040161,41.4931,-120.5528,2012,11,18,0.2
COOP:040161,41.4931,-120.5528,2012,11,28,0.1
COOP:040161,41.4931,-120.5528,2012,11,30,0.4
COOP:040161,41.4931,-120.5528,2012,12,2,1.3000000000000003
COOP:040161,41.4931,-120.5528,2012,12,5,0.1
COOP:040161,41.4931,-120.5528,2012,12,11,0.1
COOP:040161,41.4931,-120.5528,2012,12,12,0.1
COOP:040161,41.4931,-120.5528,2012,12,16,0.2
COOP:040161,41.4931,-120.5528,2012,12,17,0.2
COOP:040161,41.4931,-120.5528,2012,12,18,0.1
COOP:040161,41.4931,-120.5528,2012,12,22,0.2
COOP:040161,41.4931,-120.5528,2012,12,23,0.4
COOP:040161,41.4931,-120.5528,2012,12,26,0.1
COOP:040161,41.4931,-120.5528,2012,12,29,0.1
COOP:040212,38.573,-122.4405,2012,1,1,0.1
COOP:040212,38.573,-122.4405,2012,1,19,0.5
COOP:040212,38.573,-122.4405,2012,1,20,3.4
COOP:040212,38.573,-122.4405,2012,1,21,0.5
COOP:040212,38.573,-122.4405,2012,1,22,1.0999999999999999
COOP:040212,38.573,-122.4405,2012,1,23,1.8000000000000003
COOP:040212,38.573,-122.4405,2012,2,1,0.1
COOP:040212,38.573,-122.4405,2012,3,15,0.1
COOP:040212,38.573,-122.4405,2012,3,16,2.3000000000000003
COOP:040212,38.573,-122.4405,2012,3,17,0.6
COOP:040212,38.573,-122.4405,2012,3,18,0.2
COOP:040212,38.573,-122.4405,2012,3,20,0.1
COOP:040212,38.573,-122.4405,2012,3,22,0.1
COOP:040212,38.573,-122.4405,2012,3,24,0.9999999999999999
COOP:040212,38.573,-122.4405,2012,3,25,0.5
COOP:040212,38.573,-122.4405,2012,3,26,0.2
COOP:040212,38.573,-122.4405,2012,3,27,1.8000000000000003
COOP:040212,38.573,-122.4405,2012,3,28,0.6
COOP:040212,38.573,-122.4405,2012,3,31,0.9999999999999999
COOP:040212,38.573,-122.4405,2012,4,1,0.30000000000000004
COOP:040212,38.573,-122.4405,2012,4,4,0.2
COOP:040212,38.573,-122.4405,2012,4,10,1.2
COOP:040212,38.573,-122.4405,2012,4,11,0.2
COOP:040212,38.573,-122.4405,2012,4,12,1.3
COOP:040212,38.573,-122.4405,2012,4,13,0.1
COOP:040212,38.573,-122.4405,2012,4,24,0.1
COOP:040212,38.573,-122.4405,2012,4,26,0.2
COOP:040212,38.573,-122.4405,2012,5,3,0.1
COOP:040212,38.573,-122.4405,2012,5,4,0.2
COOP:040212,38.573,-122.4405,2012,6,5,0.2
COOP:040212,38.573,-122.4405,2012,8,1,0.1
COOP:040212,38.573,-122.4405,2012,10,22,1.0000000000000002
COOP:040212,38.573,-122.4405,2012,10,23,0.1
COOP:040212,38.573,-122.4405,2012,10,24,0.30000000000000004
COOP:040212,38.573,-122.4405,2012,10,26,0.1
COOP:040212,38.573,-122.4405,2012,10,31,0.5
COOP:040212,38.573,-122.4405,2012,11,1,0.30000000000000004
COOP:040212,38.573,-122.4405,2012,11,2,0.2
COOP:040212,38.573,-122.4405,2012,11,3,0.2
COOP:040212,38.573,-122.4405,2012,11,8,0.1
COOP:040212,38.573,-122.4405,2012,11,16,0.8
COOP:040212,38.573,-122.4405,2012,11,17,2.0
COOP:040212,38.573,-122.4405,2012,11,18,0.1
COOP:040212,38.573,-122.4405,2012,11,19,0.2
COOP:040212,38.573,-122.4405,2012,11,20,1.8
COOP:040212,38.573,-122.4405,2012,11,21,0.4
COOP:040212,38.573,-122.4405,2012,11,22,0.30000000000000004
COOP:040212,38.573,-122.4405,2012,11,23,0.2
COOP:040212,38.573,-122.4405,2012,11,28,1.4000000000000001
COOP:040212,38.573,-122.4405,2012,11,29,2.1
COOP:040212,38.573,-122.4405,2012,11,30,4.2
COOP:040212,38.573,-122.4405,2012,12,1,1.6000000000000003
COOP:040212,38.573,-122.4405,2012,12,2,3.8000000000000007
